Date,station_id,name,Satellite,Blue,Green,Red,NIR,SWIR1,SWIR2,RedEdge1,RedEdge2,RedEdge3
2019-01-27,05331580,Hastings,Sentinel-2,0.3407,0.3196,0.33,0.366,0.1005,0.0993,0.3421,0.3759,0.3594
2019-01-27,05344500,Prescott,Sentinel-2,0.4258,0.4387,0.4805,0.4868,0.1048,0.1062,0.5853,0.5526,0.55
2019-01-27,05288500,Brooklyn_Park,Sentinel-2,0.3712,0.368,0.366,0.4232,0.1547,0.1432,0.3619,0.3789,0.3819
2019-01-29,05331580,Hastings,Landsat-8,0.4537575,0.4362675,0.433105,0.4527125,0.09458,0.1021975,,,
2019-01-29,05344500,Prescott,Landsat-8,0.7452025,0.7008175000000001,0.7284824999999999,0.7047224999999999,0.07824500000000001,0.103105,,,
2019-01-29,05378500,Winona,Landsat-8,0.7485850000000001,0.69848,0.7150075,0.6989750000000001,0.17801499999999998,0.1609375,,,
2019-02-45,05288500,Brooklyn_Park,Sentinel-2,0.4056,0.3884,0.4072,0.4532,0.12,0.107,0.4174,0.4462,0.4312
2019-02-45,05331000,St_Paul,Sentinel-2,0.5225,0.4973,0.494,0.5132,0.0757,0.0758,0.5309,0.5855,0.553
2019-02-45,05288500,Brooklyn_Park,Sentinel-2,0.4055,0.3871,0.4061,0.452,0.1194,0.1063,0.4151,0.4438,0.4303
2019-02-50,05288500,Brooklyn_Park,Sentinel-2,0.365,0.3611,0.3719,0.4143,0.106,0.0959,0.4046,0.4155,0.4042
2019-02-50,05331580,Hastings,Sentinel-2,0.3924,0.3312,0.3516,0.3796,0.0855,0.0827,0.429,0.431,0.3872
2019-02-50,05344500,Prescott,Sentinel-2,0.4108,0.418,0.462,0.4516,0.0859,0.083,0.5524,0.5583,0.5313
2019-02-50,05331000,St_Paul,Sentinel-2,0.3439,0.3197,0.3153,0.3117,0.0646,0.0652,0.4723,0.4523,0.3771
2019-02-50,05288500,Brooklyn_Park,Sentinel-2,0.3675,0.362,0.3731,0.4155,0.1064,0.096,0.4051,0.4163,0.4049
2019-02-52,05288500,Brooklyn_Park,Sentinel-2,0.4092,0.392,0.3868,0.4124,0.106,0.0911,0.3893,0.4036,0.3929
2019-02-52,05288500,Brooklyn_Park,Sentinel-2,0.4092,0.392,0.3868,0.4128,0.1061,0.0912,0.3883,0.4027,0.3922
2019-02-52,05378500,Winona,Sentinel-2,0.4769,0.5612,0.5221,0.544,0.0921,0.0817,0.5101,0.5097,0.4889
2019-02-52,05378500,Winona,Sentinel-2,0.4876,0.5616,0.5279,0.5511,0.0921,0.0817,0.5134,0.5134,0.4935
2019-02-55,05288500,Brooklyn_Park,Sentinel-2,0.3975,0.4082,0.4179,0.4627,0.1255,0.1133,0.4244,0.4454,0.453
2019-02-55,05331580,Hastings,Sentinel-2,0.462,0.454,0.4696,0.496,0.111,0.1083,0.4963,0.5199,0.5123
2019-02-55,05344500,Prescott,Sentinel-2,0.5456,0.5624,0.584,0.6172,0.1027,0.1017,0.6606,0.6643,0.626
2019-03-61,05331580,Hastings,Landsat-8,0.6714475,0.6450475,0.6351200000000001,0.6100399999999999,0.09232499999999999,0.09653250000000002,,,
2019-03-61,05344500,Prescott,Landsat-8,0.79803,0.7686325,0.7910725000000001,0.7413525000000001,0.07513750000000002,0.09216000000000002,,,
2019-03-61,05378500,Winona,Landsat-8,0.7652775,0.7104425000000001,0.720205,0.6630324999999999,0.08209499999999997,0.09207749999999998,,,
2019-03-65,05344500,Prescott,Sentinel-2,0.456,0.4472,0.4668,0.508,0.0813,0.079,0.6087,0.6092,0.5997
2019-03-67,05288500,Brooklyn_Park,Sentinel-2,0.3704,0.3528,0.3512,0.324,0.0696,0.0549,0.3476,0.3484,0.3335
2019-03-67,05331580,Hastings,Sentinel-2,0.4132,0.4052,0.3839,0.4252,0.09,0.0839,0.5194,0.4631,0.5012
2019-03-67,05344500,Prescott,Sentinel-2,0.2348,0.293,0.2851,0.3325,0.0755,0.0709,0.4987,0.5329,0.4478
2019-03-67,05331000,St_Paul,Sentinel-2,0.5156,0.522,0.54,0.5572,0.2384,0.2136,0.5662,0.5696,0.5538
2019-03-67,05288500,Brooklyn_Park,Sentinel-2,0.37,0.352,0.3504,0.324,0.0695,0.0548,0.3476,0.348,0.3331
2019-03-67,05378500,Winona,Sentinel-2,0.4696,0.5041,0.4839,0.4743,0.0641,0.0594,0.481,0.4516,0.4223
2019-03-67,05378500,Winona,Sentinel-2,0.4733,0.5096,0.4908,0.4816,0.0641,0.0593,0.4845,0.4549,0.4256
2019-03-70,05288500,Brooklyn_Park,Sentinel-2,0.3925,0.4,0.3917,0.4407,0.1019,0.0897,0.4309,0.4363,0.4314
2019-03-70,05331580,Hastings,Sentinel-2,0.3044,0.3496,0.3408,0.2974,0.0759,0.0729,0.4201,0.3773,0.4054
2019-03-70,05344500,Prescott,Sentinel-2,0.3256,0.3392,0.3692,0.3732,0.1014,0.0982,0.5299,0.5391,0.5323
2019-03-70,05331000,St_Paul,Sentinel-2,0.3283,0.3463,0.3389,0.352,0.0668,0.0637,0.4738,0.4889,0.4533
2019-03-70,05288500,Brooklyn_Park,Sentinel-2,0.3928,0.3993,0.3913,0.4398,0.1017,0.0896,0.4295,0.435,0.4305
2019-03-75,05288500,Brooklyn_Park,Sentinel-2,0.3275,0.3334,0.3402,0.359,0.0844,0.0705,0.3195,0.3405,0.3287
2019-03-75,05331580,Hastings,Sentinel-2,0.2284,0.2232,0.2048,0.2192,0.0797,0.0728,0.2878,0.2568,0.2217
2019-03-75,05344500,Prescott,Sentinel-2,0.1686,0.1838,0.2128,0.2326,0.1078,0.1038,0.2744,0.2892,0.2824
2019-03-75,05288500,Brooklyn_Park,Sentinel-2,0.3308,0.3354,0.342,0.3603,0.085,0.071,0.3228,0.3447,0.3337
2019-03-77,05331580,Hastings,Landsat-8,0.2322725,0.22625,0.24321750000000003,0.26244,0.07158999999999999,0.06575999999999999,,,
2019-03-77,05344500,Prescott,Landsat-8,0.13786500000000002,0.1718825,0.194295,0.20702750000000003,0.12144749999999999,0.10742249999999998,,,
2019-03-77,05378500,Winona,Landsat-8,0.21349,0.2636775,0.3000875,0.3301175,0.21104250000000002,0.17790499999999998,,,
2019-03-77,05288500,Brooklyn_Park,Sentinel-2,0.2898,0.2934,0.3164,0.3272,0.0971,0.0782,0.3087,0.3184,0.3038
2019-03-77,05331580,Hastings,Sentinel-2,0.1603,0.1837,0.1903,0.2055,0.0905,0.0813,0.2671,0.2598,0.2036
2019-03-77,05344500,Prescott,Sentinel-2,0.1142,0.1227,0.1618,0.2129,0.1225,0.1044,0.2131,0.2272,0.233
2019-03-77,05331000,St_Paul,Sentinel-2,0.1448,0.1338,0.1596,0.1642,0.0995,0.0832,0.2298,0.2016,0.1974
2019-03-77,05288500,Brooklyn_Park,Sentinel-2,0.2844,0.2906,0.314,0.3256,0.0971,0.0781,0.3089,0.3176,0.3034
2019-03-77,05378500,Winona,Sentinel-2,0.1052,0.1428,0.1368,0.1897,0.1047,0.096,0.175,0.1739,0.1864
2019-03-77,05378500,Winona,Sentinel-2,0.1098,0.1475,0.1422,0.1923,0.1044,0.0959,0.1801,0.1781,0.1893
2019-03-80,05288500,Brooklyn_Park,Sentinel-2,0.2628,0.2781,0.2826,0.304,0.0972,0.0779,0.278,0.287,0.2688
2019-03-80,05331580,Hastings,Sentinel-2,0.119,0.1916,0.1586,0.202,0.1002,0.0836,0.2236,0.2048,0.2052
2019-03-80,05344500,Prescott,Sentinel-2,0.071,0.0995,0.1302,0.1828,0.1606,0.1373,0.148,0.1527,0.1676
2019-03-80,05331000,St_Paul,Sentinel-2,0.0626,0.0698,0.0956,0.1087,0.1155,0.0921,0.1755,0.1511,0.1544
2019-03-80,05288500,Brooklyn_Park,Sentinel-2,0.2578,0.2744,0.2776,0.2987,0.0969,0.0784,0.2761,0.285,0.265
2019-03-82,05288500,Brooklyn_Park,Sentinel-2,0.23,0.246,0.251,0.2928,0.1178,0.0968,0.2418,0.2443,0.2437
2019-03-82,05331580,Hastings,Sentinel-2,0.1804,0.1888,0.1331,0.2016,0.1159,0.0997,0.1917,0.207,0.2174
2019-03-82,05344500,Prescott,Sentinel-2,0.1019,0.1041,0.1456,0.1847,0.2054,0.1763,0.1471,0.1494,0.171
2019-03-82,05331000,St_Paul,Sentinel-2,0.0806,0.0798,0.0968,0.131,0.142,0.1198,0.1412,0.1582,0.1621
2019-03-82,05288500,Brooklyn_Park,Sentinel-2,0.2308,0.2464,0.2508,0.293,0.1185,0.0972,0.2433,0.2461,0.2458
2019-03-82,05378500,Winona,Sentinel-2,0.0707,0.0721,0.1169,0.1505,0.1379,0.1255,0.1338,0.1371,0.1304
2019-03-82,05378500,Winona,Sentinel-2,0.0641,0.068,0.1154,0.1506,0.1382,0.1254,0.1324,0.1369,0.1301
2019-03-84,05331580,Hastings,Landsat-8,0.06738250000000001,0.09108749999999999,0.10728500000000002,0.1730375,0.14721499999999998,0.11242750000000001,,,
2019-03-84,05331000,St_Paul,Landsat-8,0.067355,0.08850249999999998,0.1046725,0.1531,0.15513500000000002,0.12815749999999998,,,
2019-03-84,05288500,Brooklyn_Park,Landsat-8,0.11311500000000002,0.12075999999999998,0.13833250000000002,0.195285,0.14105499999999999,0.11069499999999999,,,
2019-03-84,05344500,Prescott,Landsat-8,0.07568750000000002,0.11242750000000001,0.13775500000000002,0.17620000000000002,0.20898,0.1863475,,,
2019-03-85,05288500,Brooklyn_Park,Sentinel-2,0.09,0.0946,0.1266,0.1872,0.1466,0.1091,0.1254,0.1684,0.1689
2019-03-85,05331000,St_Paul,Sentinel-2,0.0701,0.069,0.0899,0.1198,0.1507,0.1327,0.1422,0.1459,0.1395
2019-03-85,05288500,Brooklyn_Park,Sentinel-2,0.0923,0.0961,0.1267,0.1862,0.1462,0.1088,0.1254,0.1677,0.1681
2019-03-87,05331000,St_Paul,Sentinel-2,0.1002,0.1142,0.1274,0.1582,0.1931,0.1624,0.1626,0.1726,0.1814
2019-03-90,05331580,Hastings,Sentinel-2,0.0571,0.0674,0.081,0.134,0.1857,0.1408,0.1102,0.1309,0.1275
2019-03-90,05344500,Prescott,Sentinel-2,0.097,0.1136,0.1426,0.185,0.2273,0.1949,0.1485,0.1543,0.1598
2019-04-92,05378500,Winona,Sentinel-2,0.0761,0.0783,0.0943,0.1418,0.1969,0.1702,0.1069,0.1233,0.1295
2019-04-92,05378500,Winona,Sentinel-2,0.0734,0.0771,0.0938,0.1418,0.197,0.17,0.1062,0.1232,0.1295
2019-04-93,05331580,Hastings,Landsat-8,0.05187249999999999,0.07046249999999998,0.0827,0.1618175,0.19872250000000002,0.14839750000000002,,,
2019-04-93,05331000,St_Paul,Landsat-8,0.07282749999999999,0.08701750000000003,0.102665,0.1625875,0.20020749999999998,0.1598925,,,
2019-04-93,05344500,Prescott,Landsat-8,0.07937250000000001,0.114985,0.15277000000000002,0.1932775,0.2378825,0.213325,,,
2019-04-93,05378500,Winona,Landsat-8,0.0443375,0.06636500000000001,0.08275500000000002,0.13629750000000002,0.1621475,0.13868999999999998,,,
2019-04-109,05331580,Hastings,Landsat-8,0.048655000000000004,0.0716175,0.07992250000000001,0.2051575,0.1989975,0.1443275,,,
2019-04-109,05331000,St_Paul,Landsat-8,0.07513750000000002,0.0933425,0.10076750000000001,0.17114000000000001,0.193635,0.156675,,,
2019-04-109,05344500,Prescott,Landsat-8,0.07038,0.1195775,0.1390475,0.21450750000000002,0.2515775,0.2076325,,,
2019-04-109,05378500,Winona,Landsat-8,0.043155,0.07423000000000002,0.0895475,0.1540625,0.18885000000000002,0.15763749999999999,,,
2019-04-110,05288500,Brooklyn_Park,Sentinel-2,0.0494,0.0664,0.0774,0.1607,0.2267,0.1657,0.1088,0.1374,0.1534
2019-04-110,05331580,Hastings,Sentinel-2,0.052,0.0664,0.0794,0.1408,0.1916,0.1427,0.1098,0.1499,0.1462
2019-04-110,05344500,Prescott,Sentinel-2,0.0819,0.1012,0.1216,0.17,0.2312,0.1876,0.1456,0.1638,0.1713
2019-04-110,05331000,St_Paul,Sentinel-2,0.0733,0.086,0.0964,0.1258,0.1899,0.149,0.1433,0.1633,0.1688
2019-04-110,05288500,Brooklyn_Park,Sentinel-2,0.051,0.0665,0.0776,0.1606,0.227,0.1657,0.1089,0.1374,0.1537
2019-04-116,05331580,Hastings,Landsat-8,0.04508000000000001,0.06391750000000002,0.06716250000000001,0.180545,0.17136,0.12183250000000001,,,
2019-04-116,05331000,St_Paul,Landsat-8,0.06416499999999997,0.0808025,0.09026250000000002,0.15524500000000002,0.1598925,0.11993500000000001,,,
2019-04-116,05344500,Prescott,Landsat-8,0.07887749999999999,0.126535,0.1476825,0.21618500000000002,0.2476175,0.21574500000000002,,,
2019-05-125,05331580,Hastings,Landsat-8,0.045162499999999994,0.06974750000000002,0.06663999999999998,0.2264425,0.17776750000000002,0.12078749999999999,,,
2019-05-125,05344500,Prescott,Landsat-8,0.08138000000000001,0.132915,0.1507075,0.24354750000000003,0.255565,0.21656999999999998,,,
2019-05-125,05378500,Winona,Landsat-8,0.11740499999999998,0.21731250000000002,0.22193249999999998,0.31936499999999995,0.31722,0.261615,,,
2019-05-125,05331580,Hastings,Sentinel-2,0.056,0.0696,0.072,0.1622,0.1778,0.1355,0.1137,0.1794,0.1865
2019-05-125,05344500,Prescott,Sentinel-2,0.0946,0.1182,0.1252,0.2036,0.221,0.1916,0.1437,0.1834,0.209
2019-05-127,05288500,Brooklyn_Park,Sentinel-2,0.0451,0.0728,0.0742,0.2482,0.2114,0.1367,0.1308,0.2088,0.2183
2019-05-127,05288500,Brooklyn_Park,Sentinel-2,0.0456,0.0732,0.0747,0.2488,0.2113,0.1366,0.1309,0.2088,0.2184
2019-05-132,05331000,St_Paul,Landsat-8,0.05910500000000002,0.091885,0.09367249999999999,0.218715,0.1743575,0.12345499999999998,,,
2019-05-132,05288500,Brooklyn_Park,Landsat-8,0.054127499999999995,0.08377249999999997,0.07524750000000002,0.301985,0.22003499999999998,0.13005499999999998,,,
2019-05-132,05344500,Prescott,Landsat-8,0.08795249999999999,0.1325575,0.1483425,0.240715,0.25232,0.20389249999999998,,,
2019-05-132,05288500,Brooklyn_Park,Sentinel-2,0.0746,0.0998,0.0844,0.3572,0.2239,0.1332,0.152,0.2911,0.3239
2019-05-132,05344500,Prescott,Sentinel-2,0.1422,0.1608,0.1664,0.2272,0.2607,0.2307,0.208,0.2389,0.2753
2019-05-132,05331000,St_Paul,Sentinel-2,0.0858,0.1056,0.108,0.2868,0.2219,0.1761,0.1597,0.2378,0.2867
2019-05-132,05288500,Brooklyn_Park,Sentinel-2,0.0724,0.0987,0.0834,0.3596,0.2239,0.1328,0.1521,0.2928,0.3258
2019-05-134,05378500,Winona,Landsat-8,0.04733499999999999,0.08283750000000001,0.07926250000000001,0.23144750000000003,0.2206125,0.1718825,,,
2019-05-134,05378500,Winona,Landsat-8,0.04681250000000001,0.07423000000000002,0.07090249999999998,0.23318,0.2188525,0.16715249999999998,,,
2019-05-135,05331000,St_Paul,Sentinel-2,0.0808,0.0912,0.1068,0.1932,0.1735,0.1372,0.1446,0.1718,0.1941
2019-05-140,05288500,Brooklyn_Park,Sentinel-2,0.0172,0.0437,0.0219,0.2712,0.1406,0.0736,0.0924,0.2498,0.2758
2019-05-140,05331580,Hastings,Sentinel-2,0.0336,0.061,0.0347,0.1952,0.1551,0.0901,0.108,0.207,0.2474
2019-05-140,05344500,Prescott,Sentinel-2,0.0602,0.106,0.0988,0.2754,0.2099,0.1565,0.1502,0.2324,0.2579
2019-05-140,05331000,St_Paul,Sentinel-2,0.101,0.1128,0.1046,0.1805,0.1805,0.1347,0.1478,0.1912,0.2007
2019-05-140,05288500,Brooklyn_Park,Sentinel-2,0.0204,0.0456,0.0235,0.2698,0.1404,0.0735,0.0931,0.2486,0.2746
2019-05-142,05378500,Winona,Sentinel-2,0.0464,0.0392,0.032,0.0951,0.065,0.0441,0.0433,0.081,0.0976
2019-05-145,05331580,Hastings,Sentinel-2,0.0344,0.0516,0.0323,0.2194,0.1549,0.0956,0.1075,0.231,0.2946
2019-05-145,05344500,Prescott,Sentinel-2,0.1064,0.1488,0.1368,0.2866,0.2411,0.1971,0.1646,0.2537,0.2682
2019-05-148,05331000,St_Paul,Landsat-8,0.02459249999999999,0.06169000000000002,0.058252499999999985,0.18101250000000002,0.11927500000000002,0.07975749999999998,,,
2019-05-148,05288500,Brooklyn_Park,Landsat-8,0.018707499999999988,0.05696000000000001,0.039470000000000005,0.3023425,0.15145000000000003,0.085505,,,
2019-05-150,05378500,Winona,Landsat-8,0.04871,0.08842,0.07417499999999999,0.256445,0.192755,0.14738,,,
2019-05-150,05378500,Winona,Landsat-8,0.05321999999999999,0.09262749999999997,0.07984000000000002,0.2569675,0.1936075,0.14784750000000002,,,
2019-05-150,05288500,Brooklyn_Park,Sentinel-2,0.2062,0.1974,0.1584,0.3437,0.192,0.1073,0.206,0.3279,0.3652
2019-05-150,05331580,Hastings,Sentinel-2,0.1254,0.1318,0.1054,0.306,0.1792,0.0881,0.1551,0.2931,0.3536
2019-05-150,05344500,Prescott,Sentinel-2,0.1282,0.1492,0.1354,0.3264,0.2527,0.1822,0.1845,0.2713,0.3049
2019-05-150,05331000,St_Paul,Sentinel-2,0.1262,0.124,0.1224,0.2376,0.2022,0.1425,0.1614,0.2417,0.2647
2019-05-150,05288500,Brooklyn_Park,Sentinel-2,0.1458,0.1652,0.136,0.3641,0.195,0.1058,0.1975,0.3447,0.3882
2019-06-152,05288500,Brooklyn_Park,Sentinel-2,0.0354,0.0538,0.0334,0.3308,0.1573,0.0783,0.0925,0.297,0.3629
2019-06-152,05331580,Hastings,Sentinel-2,0.1218,0.1268,0.1015,0.3396,0.1993,0.1141,0.1475,0.2774,0.3454
2019-06-152,05344500,Prescott,Sentinel-2,0.1384,0.1472,0.134,0.3196,0.2519,0.1955,0.1728,0.2689,0.3163
2019-06-152,05331000,St_Paul,Sentinel-2,0.1124,0.1262,0.1272,0.2484,0.2087,0.1572,0.1578,0.2392,0.2419
2019-06-152,05288500,Brooklyn_Park,Sentinel-2,0.0168,0.04,0.021,0.34,0.1582,0.0775,0.0856,0.3076,0.378
2019-06-155,05288500,Brooklyn_Park,Sentinel-2,0.0243,0.0443,0.0252,0.2878,0.1392,0.0689,0.0763,0.2544,0.3151
2019-06-155,05331580,Hastings,Sentinel-2,0.0382,0.0468,0.0324,0.2476,0.1523,0.0872,0.0858,0.2656,0.3322
2019-06-155,05344500,Prescott,Sentinel-2,0.0925,0.1114,0.1136,0.2644,0.2512,0.2115,0.1457,0.2391,0.2612
2019-06-155,05331000,St_Paul,Sentinel-2,0.0894,0.1048,0.1005,0.202,0.1883,0.1442,0.1479,0.1959,0.2445
2019-06-155,05288500,Brooklyn_Park,Sentinel-2,0.0231,0.0436,0.0239,0.2884,0.139,0.0682,0.0752,0.2558,0.3171
2019-06-157,05331580,Hastings,Landsat-8,0.020769999999999983,0.05258750000000001,0.0355925,0.3594875,0.1646225,0.0837175,,,
2019-06-157,05331000,St_Paul,Landsat-8,0.07222250000000002,0.09092250000000002,0.097495,0.2682425,0.18214000000000002,0.12172250000000001,,,
2019-06-157,05344500,Prescott,Landsat-8,0.06229499999999999,0.12406,0.1460325,0.26439250000000003,0.2538325,0.1942125,,,
2019-06-157,05378500,Winona,Landsat-8,0.0385625,0.07637500000000003,0.07865749999999999,0.236425,0.1875575,0.13981749999999998,,,
2019-06-157,05288500,Brooklyn_Park,Sentinel-2,0.025,0.0498,0.0249,0.32,0.1594,0.0759,0.0852,0.2899,0.3698
2019-06-157,05331580,Hastings,Sentinel-2,0.0375,0.0569,0.0394,0.2769,0.1814,0.1041,0.1096,0.2926,0.3596
2019-06-157,05344500,Prescott,Sentinel-2,0.086,0.1136,0.1186,0.2829,0.2553,0.1956,0.1717,0.2588,0.289
2019-06-157,05331000,St_Paul,Sentinel-2,0.0955,0.1128,0.1326,0.2378,0.2153,0.1559,0.1773,0.2396,0.2517
2019-06-157,05288500,Brooklyn_Park,Sentinel-2,0.0226,0.0481,0.0232,0.3224,0.1602,0.076,0.0842,0.2932,0.3748
2019-06-157,05378500,Winona,Sentinel-2,0.0512,0.0654,0.064,0.2591,0.1895,0.1343,0.0961,0.2086,0.2514
2019-06-157,05378500,Winona,Sentinel-2,0.049,0.0642,0.0636,0.2589,0.19,0.1344,0.0956,0.2085,0.2513
2019-06-164,05331580,Hastings,Landsat-8,0.028057499999999985,0.04675750000000001,0.035097500000000004,0.32659750000000004,0.1415225,0.07293749999999999,,,
2019-06-164,05331000,St_Paul,Landsat-8,0.054649999999999976,0.08388250000000003,0.08099499999999998,0.2597725,0.170645,0.11545250000000001,,,
2019-06-164,05288500,Brooklyn_Park,Landsat-8,0.0293775,0.05740000000000001,0.047609999999999986,0.317385,0.1553,0.08489999999999998,,,
2019-06-164,05344500,Prescott,Landsat-8,0.08677000000000001,0.13552750000000002,0.15683999999999998,0.25452,0.265025,0.22116249999999998,,,
2019-06-165,05331580,Hastings,Sentinel-2,0.1792,0.1656,0.1298,0.3744,0.2317,0.1351,0.1675,0.3229,0.3876
2019-06-165,05331000,St_Paul,Sentinel-2,0.1278,0.1334,0.145,0.2408,0.222,0.1712,0.1817,0.2557,0.2767
2019-06-165,05288500,Brooklyn_Park,Sentinel-2,0.0432,0.0577,0.0302,0.4184,0.1883,0.0912,0.0945,0.366,0.468
2019-06-167,05288500,Brooklyn_Park,Sentinel-2,0.0317,0.0544,0.0343,0.37,0.1788,0.0898,0.0973,0.3292,0.4169
2019-06-167,05331000,St_Paul,Sentinel-2,0.1254,0.1362,0.1346,0.246,0.2051,0.166,0.1597,0.2382,0.2653
2019-06-167,05288500,Brooklyn_Park,Sentinel-2,0.0279,0.0519,0.0318,0.3752,0.1797,0.0898,0.0961,0.3341,0.4237
2019-06-180,05331580,Hastings,Landsat-8,0.034684999999999994,0.06845499999999999,0.05654749999999997,0.335865,0.16388000000000003,0.09595500000000001,,,
2019-06-180,05331000,St_Paul,Landsat-8,0.051212499999999994,0.0781075,0.072745,0.27388,0.16654750000000001,0.10978749999999998,,,
2019-06-180,05288500,Brooklyn_Park,Landsat-8,0.04205500000000001,0.07211250000000002,0.06003999999999998,0.33603,0.1658325,0.09617500000000001,,,
2019-06-180,05344500,Prescott,Landsat-8,0.0832775,0.12425249999999999,0.13552750000000002,0.27575,0.23546250000000002,0.17083749999999998,,,
2019-07-187,05288500,Brooklyn_Park,Sentinel-2,0.5988,0.6104,0.6092,0.6872,0.6762,0.5755,0.6643,0.6939,0.7047
2019-07-187,05331000,St_Paul,Sentinel-2,0.0916,0.1016,0.1092,0.2092,0.2052,0.1426,0.1623,0.2404,0.252
2019-07-187,05288500,Brooklyn_Park,Sentinel-2,0.6392,0.6444,0.638,0.71,0.6862,0.5839,0.6949,0.7189,0.7265
2019-07-187,05378500,Winona,Sentinel-2,0.049,0.0646,0.0606,0.2653,0.1923,0.1298,0.0932,0.2128,0.253
2019-07-187,05378500,Winona,Sentinel-2,0.0512,0.0675,0.0629,0.2634,0.191,0.1293,0.0945,0.2116,0.2515
2019-07-189,05331580,Hastings,Landsat-8,0.027837499999999987,0.04738999999999999,0.033805,0.35203500000000004,0.1620375,0.07599,,,
2019-07-189,05344500,Prescott,Landsat-8,0.06314750000000002,0.1334375,0.15054250000000002,0.2937075,0.251825,0.187365,,,
2019-07-189,05378500,Winona,Landsat-8,0.01034750000000001,0.029872499999999996,0.02167749999999999,0.08597250000000001,0.04296249999999999,0.024125000000000008,,,
2019-07-192,05288500,Brooklyn_Park,Sentinel-2,0.0259,0.0376,0.0209,0.3308,0.1567,0.0686,0.0705,0.2847,0.3592
2019-07-192,05331580,Hastings,Sentinel-2,0.0319,0.0402,0.03,0.3136,0.1723,0.0963,0.0811,0.2676,0.3244
2019-07-192,05344500,Prescott,Sentinel-2,0.0994,0.1074,0.1172,0.2792,0.2509,0.1894,0.1454,0.2554,0.2945
2019-07-192,05331000,St_Paul,Sentinel-2,0.0944,0.121,0.118,0.2284,0.205,0.1473,0.1521,0.2209,0.2438
2019-07-192,05288500,Brooklyn_Park,Sentinel-2,0.0229,0.0352,0.0186,0.334,0.1576,0.0686,0.069,0.2882,0.3641
2019-07-192,05378500,Winona,Sentinel-2,0.0527,0.0594,0.0578,0.2422,0.1908,0.1402,0.0911,0.1923,0.2482
2019-07-192,05378500,Winona,Sentinel-2,0.0487,0.0569,0.0563,0.2428,0.1912,0.1404,0.0901,0.1921,0.248
2019-07-196,05331000,St_Paul,Landsat-8,0.046674999999999994,0.08055499999999999,0.07816250000000002,0.26719750000000003,0.17092000000000002,0.1020875,,,
2019-07-196,05288500,Brooklyn_Park,Landsat-8,0.027645000000000003,0.049644999999999995,0.03539999999999999,0.33910999999999997,0.15100999999999998,0.07076500000000002,,,
2019-07-202,05288500,Brooklyn_Park,Sentinel-2,0.0294,0.0417,0.0256,0.3528,0.1582,0.0742,0.0712,0.3005,0.3798
2019-07-205,05331580,Hastings,Landsat-8,0.032897499999999996,0.05269750000000001,0.040185,0.33482000000000006,0.1597825,0.0778875,,,
